Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29,No,Travel_Rarely,'Research & Development',1,Bachelor,'Life Sciences',VeryHigh,Female,Medium,Manager,'Research Director',VeryHigh,Divorced,16124,No,14,Excellent,Medium,Level3,9,Medium,7,7,1,7
34,No,Travel_Rarely,'Research & Development',20,Bachelor,'Technical Degree',High,Female,VeryHigh,AssociateProfessional,'Research Scientist',High,Married,2585,No,17,Excellent,VeryHigh,Level1,2,Medium,1,0,0,0
44,No,Travel_Rarely,Sales,5,Bachelor,Marketing,Medium,Male,High,Executive,Manager,Medium,Married,18213,No,11,Excellent,High,Level2,26,High,22,9,3,10
33,No,Travel_Rarely,Sales,10,Doctor,Marketing,VeryHigh,Male,VeryHigh,AssociateManager,'Sales Executive',High,Divorced,8380,Yes,14,Excellent,VeryHigh,Level3,10,High,9,8,0,8
19,No,Travel_Rarely,'Research & Development',25,Bachelor,'Life Sciences',Medium,Female,VeryHigh,AssociateProfessional,'Research Scientist',VeryHigh,Single,2994,Yes,12,Excellent,VeryHigh,Level1,1,High,1,0,0,1
23,No,Travel_Rarely,'Research & Development',1,College,'Life Sciences',VeryHigh,Male,High,AssociateProfessional,'Research Scientist',High,Married,1223,No,22,Outstanding,VeryHigh,Level2,1,High,1,0,0,1
25,Yes,Travel_Frequently,Sales,24,BelowCollege,'Life Sciences',High,Male,Low,AssociateProfessional,'Sales Representative',VeryHigh,Single,1118,Yes,14,Excellent,VeryHigh,Level1,1,High,1,0,1,0
26,No,Travel_Rarely,'Research & Development',4,College,'Life Sciences',High,Male,High,AssociateProfessional,'Research Scientist',VeryHigh,Single,2875,Yes,20,Outstanding,Medium,Level1,8,Medium,8,5,2,2
45,Yes,Travel_Rarely,Sales,2,Bachelor,Marketing,Low,Female,Low,Executive,Manager,Medium,Single,18824,Yes,16,Excellent,Low,Level1,26,High,24,10,1,11
55,No,Non-Travel,'Research & Development',8,BelowCollege,Medical,VeryHigh,Male,Medium,Manager,'Healthcare Representative',Medium,Divorced,13577,Yes,15,Excellent,VeryHigh,Level2,34,High,33,9,15,0
21,Yes,Travel_Frequently,'Research & Development',10,College,'Life Sciences',Low,Female,Medium,AssociateProfessional,'Laboratory Technician',High,Single,2625,No,20,Outstanding,High,Level1,2,Low,2,2,2,2
46,No,Travel_Rarely,Sales,4,College,Marketing,VeryHigh,Female,Medium,Executive,Manager,Medium,Married,18789,No,14,Excellent,High,Level2,26,High,11,4,0,8
34,No,Travel_Rarely,Sales,2,Bachelor,Marketing,High,Female,High,Professional,'Sales Executive',Low,Single,4538,Yes,12,Excellent,VeryHigh,Level1,4,High,3,2,0,2
51,No,Travel_Frequently,Sales,9,Bachelor,'Life Sciences',VeryHigh,Male,High,Executive,Manager,Medium,Divorced,19847,Yes,24,Outstanding,Low,Level2,31,Medium,29,10,11,10
59,No,Travel_Rarely,'Research & Development',18,Master,Medical,VeryHigh,Male,High,AssociateManager,'Manufacturing Director',VeryHigh,Single,10512,No,12,Excellent,VeryHigh,Level1,25,Medium,9,7,5,4
34,No,Travel_Frequently,'Research & Development',19,Bachelor,Medical,High,Female,High,Professional,'Laboratory Technician',Medium,Divorced,4444,No,13,Excellent,High,Level3,15,VeryHigh,11,8,5,10
28,No,Travel_Frequently,'Research & Development',1,Master,Medical,VeryHigh,Male,High,AssociateProfessional,'Laboratory Technician',High,Single,2154,Yes,11,Excellent,High,Level1,5,Medium,4,2,0,2
44,No,Travel_Rarely,'Research & Development',4,College,'Life Sciences',High,Male,VeryHigh,Executive,Manager,Low,Divorced,19190,No,14,Excellent,VeryHigh,Level3,26,Medium,25,9,14,13
34,No,Travel_Frequently,'Human Resources',11,Bachelor,'Life Sciences',High,Male,Medium,Professional,'Human Resources',Medium,Married,4490,No,11,Excellent,VeryHigh,Level3,14,VeryHigh,10,9,1,8
35,No,Travel_Rarely,'Research & Development',6,BelowCollege,'Life Sciences',High,Male,High,AssociateProfessional,'Research Scientist',High,Married,3506,Yes,14,Excellent,VeryHigh,Level1,4,High,3,2,2,2
42,No,Travel_Rarely,'Research & Development',7,Master,Medical,Medium,Female,VeryHigh,Professional,'Research Scientist',Medium,Married,2372,Yes,16,Excellent,VeryHigh,Level1,18,High,1,0,0,0
43,No,Travel_Rarely,Sales,4,Master,Marketing,VeryHigh,Female,Medium,AssociateManager,'Sales Executive',VeryHigh,Single,10231,No,14,Excellent,VeryHigh,Level1,23,VeryHigh,21,7,15,17
36,No,Travel_Rarely,'Research & Development',2,Master,'Life Sciences',High,Female,High,Professional,'Manufacturing Director',Medium,Single,5410,Yes,11,Excellent,VeryHigh,Level1,18,High,16,14,5,12
44,Yes,Travel_Rarely,'Research & Development',15,Bachelor,Medical,Low,Female,High,AssociateManager,'Healthcare Representative',VeryHigh,Married,7978,No,11,Excellent,VeryHigh,Level2,10,High,10,7,0,5
28,No,Travel_Frequently,'Research & Development',2,Bachelor,'Life Sciences',VeryHigh,Male,Medium,AssociateProfessional,'Laboratory Technician',VeryHigh,Married,3867,Yes,12,Excellent,Medium,Level2,2,High,2,2,2,2
51,No,Travel_Frequently,'Research & Development',6,College,Medical,Medium,Female,Medium,AssociateProfessional,'Laboratory Technician',High,Single,2838,No,14,Excellent,Medium,Level1,8,Medium,7,0,7,7
30,No,Non-Travel,'Research & Development',9,College,Medical,High,Female,High,Professional,'Manufacturing Director',High,Single,4695,Yes,18,Excellent,High,Level1,10,High,8,4,1,7
29,Yes,Travel_Rarely,'Research & Development',7,Bachelor,'Technical Degree',Medium,Female,High,AssociateProfessional,'Laboratory Technician',High,Divorced,3339,Yes,13,Excellent,Low,Level3,10,High,7,7,7,7
28,No,Travel_Rarely,'Research & Development',1,Bachelor,'Technical Degree',VeryHigh,Male,High,AssociateProfessional,'Research Scientist',Low,Single,2080,No,11,Excellent,Medium,Level1,5,Medium,3,2,1,2
25,No,Travel_Rarely,'Research & Development',1,Bachelor,Medical,VeryHigh,Female,High,AssociateProfessional,'Research Scientist',Medium,Single,2096,No,18,Excellent,VeryHigh,Level1,2,Medium,2,2,2,1
32,No,Travel_Rarely,Sales,8,Bachelor,Medical,High,Male,VeryHigh,Professional,'Sales Executive',VeryHigh,Married,6209,No,15,Excellent,High,Level3,10,VeryHigh,10,7,0,8
45,No,Travel_Frequently,'Research & Development',25,Bachelor,Medical,Medium,Female,High,Executive,Manager,Medium,Single,18061,No,22,Outstanding,High,Level1,22,High,0,0,0,0
39,No,Travel_Rarely,'Research & Development',13,Master,Medical,High,Female,Medium,Manager,Manager,Medium,Divorced,17123,Yes,13,Excellent,VeryHigh,Level3,21,High,19,9,15,2
58,No,Travel_Rarely,'Research & Development',23,Master,'Life Sciences',Low,Male,High,AssociateProfessional,'Research Scientist',High,Divorced,2372,No,12,Excellent,VeryHigh,Level3,2,High,2,2,2,2
32,Yes,Travel_Rarely,'Research & Development',7,College,'Life Sciences',VeryHigh,Male,High,Professional,'Laboratory Technician',High,Married,4883,No,18,Excellent,Low,Level2,10,High,10,4,1,1
39,Yes,Travel_Rarely,'Research & Development',23,Bachelor,Medical,High,Male,High,AssociateProfessional,'Research Scientist',Low,Single,3904,No,13,Excellent,Low,Level1,6,High,5,2,0,3
30,No,Travel_Rarely,'Research & Development',6,Bachelor,'Technical Degree',Low,Female,Medium,Professional,'Laboratory Technician',VeryHigh,Married,4627,No,12,Excellent,Low,Level2,10,High,9,2,6,7
36,No,Travel_Rarely,'Research & Development',10,Master,'Technical Degree',VeryHigh,Female,High,AssociateManager,'Healthcare Representative',High,Married,7094,No,12,Excellent,Low,Level1,10,High,7,7,1,7
46,No,Travel_Rarely,'Human Resources',1,College,'Life Sciences',VeryHigh,Female,High,AssociateProfessional,'Human Resources',Low,Single,3423,No,12,Excellent,High,Level1,10,VeryHigh,7,6,5,7
28,No,Non-Travel,'Research & Development',1,Bachelor,'Life Sciences',High,Female,Low,Professional,'Laboratory Technician',VeryHigh,Married,6674,No,11,Excellent,Low,Level4,10,High,9,8,7,5
50,No,Travel_Rarely,'Research & Development',28,Bachelor,'Life Sciences',VeryHigh,Female,High,Manager,'Research Director',Low,Married,16880,Yes,11,Excellent,Medium,Level1,25,High,3,2,1,2
40,Yes,Travel_Rarely,Sales,25,Master,Marketing,VeryHigh,Male,Medium,AssociateManager,'Sales Executive',Medium,Single,9094,Yes,12,Excellent,High,Level1,9,High,5,4,1,0
52,Yes,Travel_Rarely,Sales,5,Bachelor,'Life Sciences',Medium,Male,High,AssociateManager,'Sales Executive',Medium,Single,8446,Yes,19,Excellent,High,Level1,10,Medium,8,7,7,7
30,No,Travel_Rarely,'Research & Development',17,Master,Medical,Medium,Female,High,AssociateManager,Manager,Low,Married,11916,Yes,23,Outstanding,VeryHigh,Level3,9,High,9,1,0,8
39,No,Travel_Rarely,'Research & Development',18,College,'Life Sciences',Low,Male,High,Professional,'Manufacturing Director',High,Single,4534,No,11,Excellent,Low,Level1,9,High,8,7,1,7
31,No,Non-Travel,Sales,2,Master,'Life Sciences',VeryHigh,Female,High,AssociateManager,'Sales Executive',High,Divorced,9852,Yes,19,Excellent,Low,Level2,10,Medium,10,8,9,6
41,No,Non-Travel,Sales,10,College,Medical,High,Male,Low,Professional,'Sales Executive',Medium,Single,6151,No,13,Excellent,Low,Level1,19,High,19,2,11,9
31,Yes,Travel_Frequently,Sales,1,Bachelor,'Life Sciences',VeryHigh,Female,High,AssociateProfessional,'Sales Representative',Medium,Single,2302,Yes,11,Excellent,Low,Level1,3,VeryHigh,3,2,2,2
44,Yes,Travel_Rarely,'Research & Development',3,Bachelor,'Life Sciences',Low,Male,High,AssociateProfessional,'Laboratory Technician',Low,Married,2362,No,12,Excellent,High,Level1,10,VeryHigh,3,2,1,2
42,No,Non-Travel,'Research & Development',2,BelowCollege,'Life Sciences',High,Male,High,Manager,Manager,High,Married,17861,Yes,13,Excellent,VeryHigh,Level1,21,Medium,20,8,2,10
55,No,Travel_Rarely,'Research & Development',2,College,Medical,VeryHigh,Female,Low,Executive,Manager,High,Married,19187,No,14,Excellent,VeryHigh,Level2,23,High,19,9,9,11
56,No,Travel_Rarely,'Human Resources',8,Master,'Life Sciences',VeryHigh,Male,High,Executive,Manager,Medium,Single,19717,No,14,Excellent,Low,Level1,36,High,7,3,7,7
40,No,Non-Travel,'Research & Development',16,College,'Life Sciences',High,Male,High,AssociateProfessional,'Research Scientist',High,Divorced,3544,No,16,Excellent,Medium,Level2,6,High,4,2,0,0
34,No,Travel_Rarely,'Research & Development',9,Bachelor,'Life Sciences',VeryHigh,Male,High,AssociateManager,'Healthcare Representative',VeryHigh,Divorced,8500,No,11,Excellent,VeryHigh,Level2,10,Medium,9,7,1,6
40,No,Travel_Rarely,'Research & Development',2,Bachelor,'Life Sciences',High,Male,High,Professional,'Research Scientist',VeryHigh,Single,4661,No,13,Excellent,High,Level1,9,High,9,8,8,8
41,No,Travel_Frequently,Sales,1,Bachelor,Marketing,High,Female,High,Professional,'Sales Executive',Low,Divorced,4103,No,17,Excellent,VeryHigh,Level2,10,High,9,3,1,7
35,No,Travel_Frequently,'Research & Development',4,Master,'Life Sciences',High,Male,High,Professional,'Research Scientist',High,Single,4249,Yes,11,Excellent,Medium,Level1,9,High,9,6,1,1
51,No,Travel_Rarely,'Human Resources',5,Bachelor,'Life Sciences',High,Male,High,Manager,Manager,Medium,Divorced,14026,Yes,11,Excellent,Medium,Level2,33,High,33,9,0,10
38,No,Travel_Rarely,Sales,2,College,'Life Sciences',Medium,Female,High,Professional,'Sales Executive',Low,Divorced,6893,No,15,Excellent,VeryHigh,Level2,11,High,7,7,1,7
34,No,Travel_Rarely,Sales,15,College,Medical,High,Female,High,Professional,'Sales Executive',Low,Single,6125,No,12,Excellent,VeryHigh,Level1,10,VeryHigh,10,8,9,6
25,No,Travel_Rarely,'Research & Development',19,BelowCollege,Medical,VeryHigh,Male,High,AssociateProfessional,'Laboratory Technician',VeryHigh,Married,3669,No,11,Excellent,High,Level4,7,Medium,3,2,1,2
58,Yes,Travel_Rarely,'Research & Development',7,Master,Medical,High,Female,Medium,AssociateManager,'Manufacturing Director',Low,Married,10008,Yes,14,Excellent,VeryHigh,Level1,31,Medium,10,9,5,9
40,No,Travel_Rarely,'Research & Development',1,Master,'Life Sciences',Medium,Male,High,AssociateProfessional,'Laboratory Technician',Medium,Married,2387,No,22,Outstanding,High,Level2,7,High,4,2,0,3
36,No,Travel_Frequently,Sales,7,Bachelor,Marketing,Low,Female,VeryHigh,Professional,'Sales Executive',Low,Married,4639,No,16,Excellent,VeryHigh,Level2,17,Medium,15,7,6,13
48,No,Travel_Rarely,'Research & Development',4,Bachelor,'Life Sciences',VeryHigh,Male,High,AssociateManager,'Manufacturing Director',VeryHigh,Single,7898,No,11,Excellent,High,Level1,11,High,10,9,0,8
27,No,Travel_Rarely,Sales,11,Bachelor,Medical,High,Female,VeryHigh,AssociateProfessional,'Sales Representative',VeryHigh,Married,2534,No,14,Excellent,Medium,Level2,5,High,1,0,0,0
51,No,Travel_Rarely,'Research & Development',11,College,'Technical Degree',VeryHigh,Female,Medium,Manager,'Manufacturing Director',Medium,Single,13142,No,16,Excellent,Medium,Level1,29,Medium,5,2,0,3
18,No,Non-Travel,'Research & Development',1,Bachelor,'Life Sciences',VeryHigh,Female,High,AssociateProfessional,'Laboratory Technician',VeryHigh,Single,1611,No,15,Excellent,High,Level1,0,VeryHigh,0,0,0,0
35,No,Travel_Rarely,'Research & Development',1,Bachelor,Medical,VeryHigh,Female,Medium,Professional,'Laboratory Technician',VeryHigh,Married,5363,No,12,Excellent,Medium,Level2,10,High,9,7,0,0
27,No,Travel_Frequently,Sales,2,BelowCollege,'Life Sciences',VeryHigh,Male,Low,Professional,'Sales Executive',VeryHigh,Single,5071,No,20,Outstanding,Medium,Level1,8,High,6,2,0,0
55,Yes,Travel_Rarely,Sales,13,Master,Marketing,Low,Male,VeryHigh,Manager,'Sales Executive',High,Single,13695,Yes,17,Excellent,High,Level1,24,Medium,19,7,3,8
56,No,Travel_Rarely,'Research & Development',23,Bachelor,'Life Sciences',VeryHigh,Male,High,Manager,'Manufacturing Director',Medium,Married,13402,Yes,12,Excellent,Low,Level2,33,High,19,16,15,9
34,No,Non-Travel,'Research & Development',26,BelowCollege,'Technical Degree',Low,Female,Medium,AssociateProfessional,'Research Scientist',High,Divorced,2029,No,20,Outstanding,High,Level4,5,High,5,4,0,0
40,No,Travel_Rarely,'Research & Development',2,BelowCollege,Medical,Medium,Female,VeryHigh,Professional,'Healthcare Representative',High,Divorced,6377,No,20,Outstanding,Medium,Level4,15,High,12,11,11,8
34,No,Travel_Rarely,'Research & Development',29,Bachelor,Medical,Medium,Male,High,Professional,'Laboratory Technician',High,Married,5429,No,13,Excellent,Low,Level3,10,High,8,7,7,7
31,Yes,Travel_Frequently,Sales,2,Bachelor,'Life Sciences',High,Female,Medium,AssociateProfessional,'Sales Representative',VeryHigh,Single,2785,No,14,Excellent,High,Level1,3,VeryHigh,1,0,0,0
35,Yes,Travel_Frequently,Sales,18,Master,Marketing,VeryHigh,Female,High,Professional,'Sales Executive',High,Married,4614,Yes,18,Excellent,High,Level2,5,Medium,4,2,3,2
38,No,Travel_Frequently,'Research & Development',7,Bachelor,'Life Sciences',VeryHigh,Male,VeryHigh,AssociateProfessional,'Research Scientist',High,Divorced,2610,No,11,Excellent,VeryHigh,Level4,4,High,4,2,0,3
34,No,Travel_Rarely,'Research & Development',2,Master,'Technical Degree',High,Female,High,Professional,'Healthcare Representative',VeryHigh,Single,6687,No,11,Excellent,VeryHigh,Level1,14,VeryHigh,14,11,4,11
28,No,Travel_Rarely,Sales,26,Bachelor,'Life Sciences',High,Male,Medium,Professional,'Sales Executive',Low,Married,4724,No,11,Excellent,High,Level2,5,High,5,3,0,4
31,Yes,Travel_Rarely,'Research & Development',22,Master,Medical,VeryHigh,Male,High,Professional,'Manufacturing Director',High,Married,6179,Yes,15,Excellent,VeryHigh,Level3,10,Medium,10,2,6,7
39,No,Travel_Rarely,Sales,21,Master,'Life Sciences',Low,Male,Medium,Professional,'Sales Executive',VeryHigh,Married,6120,Yes,12,Excellent,VeryHigh,Level3,8,VeryHigh,5,4,1,4
51,No,Travel_Frequently,Sales,2,Bachelor,Marketing,Medium,Male,High,AssociateManager,'Sales Executive',Medium,Married,10596,No,11,Excellent,Medium,Level1,14,High,4,2,3,2
41,No,Travel_Frequently,'Research & Development',22,Bachelor,'Life Sciences',VeryHigh,Female,High,Professional,'Research Scientist',VeryHigh,Divorced,5467,Yes,14,Excellent,Low,Level3,12,Medium,6,2,3,3
37,No,Travel_Rarely,'Research & Development',4,BelowCollege,'Life Sciences',High,Male,High,AssociateProfessional,'Research Scientist',High,Married,2996,Yes,15,Excellent,VeryHigh,Level1,8,High,6,4,1,3
33,No,Travel_Frequently,Sales,5,BelowCollege,'Life Sciences',Medium,Male,High,Professional,'Sales Executive',VeryHigh,Married,9998,No,13,Excellent,Low,Level1,8,VeryHigh,5,4,1,2
32,No,Travel_Rarely,Sales,2,BelowCollege,Marketing,High,Male,High,Professional,'Sales Executive',Medium,Married,4078,Yes,13,Excellent,Low,Level4,4,Medium,3,2,1,2
39,No,Non-Travel,'Research & Development',25,College,'Life Sciences',High,Male,High,AssociateManager,'Healthcare Representative',High,Married,10920,No,21,Outstanding,Medium,Level2,13,High,6,4,0,5
25,No,Travel_Rarely,Sales,18,BelowCollege,'Life Sciences',Low,Male,VeryHigh,Professional,'Sales Executive',High,Married,6232,No,11,Excellent,Medium,Level1,6,Medium,3,2,1,2
52,No,Travel_Frequently,'Research & Development',28,College,Medical,VeryHigh,Female,VeryHigh,Manager,'Manufacturing Director',High,Married,13247,Yes,11,Excellent,Medium,Level2,24,Medium,5,3,0,2
43,No,Travel_Rarely,'Research & Development',6,Bachelor,Medical,Low,Female,Medium,Professional,'Research Scientist',High,Single,4081,Yes,14,Excellent,Low,Level1,20,Low,20,7,1,8
27,No,Travel_Rarely,Sales,10,Bachelor,Marketing,VeryHigh,Female,Medium,Professional,'Sales Executive',VeryHigh,Married,5769,Yes,11,Excellent,VeryHigh,Level1,6,High,6,2,4,4
27,Yes,Travel_Rarely,'Research & Development',17,Master,'Life Sciences',VeryHigh,Female,High,AssociateProfessional,'Research Scientist',High,Single,2394,Yes,13,Excellent,VeryHigh,Level1,8,High,8,2,7,7
26,No,Travel_Rarely,'Research & Development',2,BelowCollege,Medical,Low,Male,Medium,AssociateProfessional,'Research Scientist',VeryHigh,Single,3904,No,12,Excellent,VeryHigh,Level1,5,High,4,3,1,1
42,No,Travel_Rarely,'Human Resources',10,Bachelor,'Human Resources',High,Female,High,Manager,Manager,Low,Married,16799,No,14,Excellent,High,Level2,21,High,20,7,0,9
52,No,Travel_Rarely,'Research & Development',8,Master,Other,High,Female,High,AssociateProfessional,'Laboratory Technician',Low,Married,2950,No,13,Excellent,High,Level1,12,Low,5,4,0,4
37,No,Travel_Rarely,'Research & Development',11,Bachelor,Medical,Low,Female,High,AssociateProfessional,'Laboratory Technician',High,Single,3629,No,18,Excellent,Low,Level1,8,High,3,2,0,2
35,No,Travel_Frequently,'Research & Development',18,College,'Life Sciences',High,Male,High,AssociateManager,'Manufacturing Director',VeryHigh,Single,9362,No,11,Excellent,High,Level1,10,High,2,2,2,2
25,No,Travel_Rarely,'Research & Development',1,Bachelor,'Technical Degree',Low,Male,High,AssociateProfessional,'Laboratory Technician',VeryHigh,Married,3229,No,11,Excellent,Medium,Level2,7,Medium,3,2,0,2
26,No,Travel_Rarely,'Research & Development',7,Bachelor,Other,High,Male,VeryHigh,AssociateProfessional,'Laboratory Technician',Low,Single,3578,No,12,Excellent,VeryHigh,Level1,8,High,7,7,0,7
29,No,Travel_Rarely,'Human Resources',17,Bachelor,Other,Medium,Male,Medium,AssociateManager,'Human Resources',Low,Single,7988,No,13,Excellent,Low,Level1,10,Medium,10,9,0,9
49,Yes,Travel_Frequently,'Research & Development',28,College,'Life Sciences',Low,Male,Medium,Professional,'Laboratory Technician',Low,Single,4284,No,20,Outstanding,Low,Level1,20,High,4,3,1,3
29,Yes,Travel_Frequently,'Research & Development',14,BelowCollege,Other,High,Female,High,AssociateManager,'Healthcare Representative',VeryHigh,Single,7553,Yes,12,Excellent,Low,Level1,9,High,8,7,7,7
